host,method,path,requests_times_production
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/745906201714175292807/accept,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/2293420037741709091816/food_ready_to_complete,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083719894455123968,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083732722209619968,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/3393479077941701491956/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/2693409687447773941783/food_ready_to_complete,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2182514547841765781514/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/315814594724377196511/food_ready_to_complete,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/18789/visit/page,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082305271811534848,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082296011786997760,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084384980750118912,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/customer/voucher/refund/method,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/19111/visit/page,1
uk-gateway.hungrypanda.co,OPTIONS,/api/sa/operation/plan/21884,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/497958329794576265443/accept,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084074175821611008,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/328948618714071734997/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082299218168377344,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/649548651704079132483/accept,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082711533951307776,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/ac55ae4cc4934b3dc85a89a11e21c352,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082287923898011648,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/112334286/task/page,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/2288/basic,1
uk.pl1ink263sk86.com,POST,/api/special/channel/timely/status/PD1082715512511266816/1026347,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083400132130865152,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083395037420662784,1
uk.pl1ink263sk86.com,POST,/api/special/channel/timely/status/PD1082249548963381248/1956977,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083695385075068928,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/task/invitation/519992025/1969/shop/goods/template/detail,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/ea074c3d6c343603c20674b909cb0587,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082600812273463296,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/5071568197440786411764/accept,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083731749164646400,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083395128801964032,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083396690322751488,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/8387463587545710221438/food_ready_to_complete,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240864/items,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/ac70fa24711a5acf419c74c4f3f58e1f,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082241490431905792,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/6982416717647783831509/accept,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/9186408387148761471557/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6986403287746776481165/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083692794459009024,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/7286477357643788941382/food_ready_to_complete,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/7377465027248718821237/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238004/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238026/items,1
pos-fr.hungrypanda.co,GET,/api/pos/v1/open/order/237748876774279983256/info,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084462207743373312,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243463/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243466/items,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083694617658228736,1
fr-gateway.hungrypanda.co,POST,/api/merchant/auth/login/0b36ad3e3417c1a6a911b16c93da63e5,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083626967410245632,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/533585362/task/todo,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083694077553508352,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083302248389357568,1
fr-gateway.hungrypanda.co,POST,/api/erp/launchAd/config/publish,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083300963216863232,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082591277767852032,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1081998838138138624,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083847168585969664,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/2244248317949734381277/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084103507306708992,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084455249296568320,1
admin-uk.hungrypanda.co,GET,/admin/setting/payWayList.htm,1
fr-gateway.hungrypanda.co,POST,/api/merchant/auth/login/ffb40ff09fc40fe62318036abfed16a4,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/task/invitation/9744/quotaInvestment/list,1
uk.pl1ink263sk86.com,POST,/api/special/channel/timely/status/PD1083686599656316928/2354615,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083278186720079872,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/0323302297544730762502/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242678/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242644/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245995/items,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082235705253163008,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/c0c538d617c92dd8a4d604aa1d10562e,1
uk-gateway.hungrypanda.co,GET,/api/sa/operation/plan/23361,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/228947662794770979962/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1081902170357100544,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/818136609,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/63fdb94e90b595baa244b1f95498f45d,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/20771,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/8289ff6d697758c625388dcb1f815637,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/4782dbc8571ddd7e19c0b51b5610693e,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083086850228584448,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/977604019714775299935/accept,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/458132733/task/todo,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6235325517942713561429/info,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1081984188276146176,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082298672099807232,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/24394,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/b2717792cd9b1380e465cf66ed2d910c,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/920808897/task/todo,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/431242334764775757275/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083021154564014080,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/994829617794375208423/self_delivery_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083401989817466880,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/596348237/task/page,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/280c07d4f73a97a8ac8fb06085ce1549,1
pos-uk.hungrypanda.co,GET,/api/pos/v2/open/item/detail/766b08038a0f483ea71421e51c8a2c29/9264217,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/997761040/visit/page,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083391022460907520,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240754/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/3810400907741720082769/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/3015497707841765472839/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/205315630744173684209/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082307193210064896,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082295112402391040,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083384734490374144,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083397684294922240,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083397214415433728,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083382420312502272,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/9586412387545729141494/accept,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083388651513131008,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083384397530759168,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/19111/basic,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6188408557745702801214/info,1
uk-gateway.hungrypanda.co,POST,/api/pos/threespos/v1/orders/904217866794571208929/sync_status,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2998399417143798311551/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082307605643915264,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/4397350487048755331787/food_ready_to_complete,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/8475054157146796731615/accept,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083054243000451072,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/0c7e11b7ec86cb776fb279100e0bf6e6,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/1402566397143705022523/info,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084503117285896192,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083765547101159424,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239387/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083048282311458816,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083698897903517696,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/0607409567540733801880/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/9096441787044729322299/food_ready_to_complete,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242092/items,1
pos-fr.hungrypanda.co,POST,/api/pos/v1/open/order/6323362657946738041769/accept,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/959049732,1
uk-gateway.hungrypanda.co,GET,/api/pos/v1/open/order/869035726774774884393/phone_number,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/taskCente/tag/updateStatus,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083314772109524992,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083742261228941312,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/909440210784977335931/accept,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084495679235391488,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084494237435002880,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082780724947505152,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/637083172/basic,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239654/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239594/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6291408087348733812131/info,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082299906498625536,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/704413507704079921982/accept,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083310753181958144,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/1469,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240038/items,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/111133667724577600927/accept,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/169655172/task/page,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/292301030,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083744913981800448,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084439620965728256,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/visit/58392/detail,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/23801/task/todo,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/180086210/task/page,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/1742,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/223527334714175433667/info,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/25159/basic,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082281272935632896,1
uk-gateway.hungrypanda.co,OPTIONS,/api/sa/operation/plan/23134,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/416613190724979105286/food_ready_to_complete,1
fr-gateway.hungrypanda.co,POST,/api/deliveryAdmin/inviteActivity/configList,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/001137683764871742157/accept,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084432043724865536,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082971179524128768,1
pos-fr.hungrypanda.co,GET,/api/pos/v1/open/order/525165475774971449123/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/832165773724371499840/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084488580992434176,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244772/items,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/153669123,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/6956682287742794831963/food_ready_to_complete,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/487806937/task/todo,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/487806937/task/todo,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/245580/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/476167243714673093464/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/7082613177746797184284/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/4052662857641788041956/food_ready_to_complete,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/21056/basic,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/185768859794875431854/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083819786399461376,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/291741258784970538368/food_ready_to_complete,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/55820677/basic,1
uk.pl1ink263sk86.com,POST,/api/special/channel/timely/status/PD1082229754903531520/2159771,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/513211357744377554536/info,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/private-shop/9737/detail,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083403632371642368,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082984772031848448,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/261542428/basic,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083380337240780800,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/4691572037148792661904/food_ready_to_complete,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/8908577697948777462824/food_ready_to_complete,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/2494517947240726631869/accept,1
fr-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/586400587/visit/page,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083388147181629440,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/67730690/basic,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/315192191,1
uk-gateway.hungrypanda.co,OPTIONS,/api/sa/operation/plan/23291,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/1751,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/e8cb1b31ac4c758d0b71237792f20730,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084133618345148416,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083053691858137088,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/128702166714573256503/accept,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/8003462157649717222321/info,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/b85ad1613f13d14110d58919e3a910c0,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083048624589451264,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083308229251137536,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/c288c268b37a285d66cf319660708fbe,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/d9c9ab01f12d50a394adc8c23fc0c438,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/0305415587841718781013/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/0039370367142737681725/info,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/108075165/task/todo,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/1901483437744751321915/info,1
admin-api-uk.pandafreshmart.com,POST,/spider/product/pageList,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083317774364782592,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/5197317997346746871628/info,1
fr-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/1448,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/76843445/basic,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083288177829031936,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/4a2741aaeb86bba31697c4c5c3cadf0e,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082271714259374080,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/e45b1b03eb0ecd804e6dc66b5ca0efef,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239744/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240706/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082266188838522880,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/021f16b66660bd82b3f767feda7538ac,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/1380831e8c5f9f600029ab21af29a965,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/18129/task/todo,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/c98da019e16c81861e7043e9f620edb9,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/19282/basic,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/8942103777546793481259/food_ready_to_complete,1
